Pagurus caurinus,Greenmark Hermit Crab,,https://inaturalist-open-data.s3.amazonaws.com/photos/22088681/medium.jpeg,Credited
Pagurus granosimanus,Grainy Hermit Crab,,https://inaturalist-open-data.s3.amazonaws.com/photos/114032300/medium.jpeg,Inaturalist
Pagurus hemphilli,Maroon Hermit Crab,,https://inaturalist-open-data.s3.amazonaws.com/photos/44015727/large.jpg,Inaturalist
Pagurus hirsutiusculus,Pacific Hairy Hermit Crab,,,
Pagurus samuelis,Blueband Hermit Crab,,,
Palmaria callophylloides,Red Algae,,,
Palmaria hecatensis,Red Algae,,,
Palmaria mollis,Red Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/379436370/medium.jpg,Credited
Palmaria palmata,Dulse,,,
Panulirus interruptus,California Spiny Lobster,,https://inaturalist-open-data.s3.amazonaws.com/photos/132488863/large.jpeg,Inaturalist
Paraxanthias taylori,Lumpy Rubble Crab,,https://inaturalist-open-data.s3.amazonaws.com/photos/57798821/large.jpeg,Inaturalist
Patiria miniata,Bat Star,,https://inaturalist-open-data.s3.amazonaws.com/photos/106428551/large.jpeg,Inaturalist
Peltodoris nobilis,Noble Dorid,,https://inaturalist-open-data.s3.amazonaws.com/photos/104560810/medium.jpeg,Inaturalist
Peltogaster spp,Parasitic Barnacles,,,
Pelvetiopsis arborescens/limitata,Little Rockweed,,https://inaturalist-open-data.s3.amazonaws.com/photos/52384062/medium.jpg,Inaturalist
Pelvetiopsis californica,California Rockweed,,https://inaturalist-open-data.s3.amazonaws.com/photos/168013254/large.jpeg,Inaturalist
Petaloconchus montereyensis,Monterey Wormsnail,,https://inaturalist-open-data.s3.amazonaws.com/photos/178362144/medium.jpeg,Credited
Petrolisthes spp,Porcelain Crabs,,https://inaturalist-open-data.s3.amazonaws.com/photos/163582324/medium.jpeg,Inaturalist
Petrospongium rugosum,Wrinkled Sponge,,,
Phragmatopoma/Sabellaria spp,Sandcastle Worms,,,
Phyllospadix scouleri/serrulatus,Surfgrass,,,
Phyllospadix torreyi,Torrey's Surfgrass,,,
Pisaster giganteus,Giant Sea Star,,https://inaturalist-open-data.s3.amazonaws.com/photos/111839345/large.jpeg,Inaturalist
Pisaster ochraceus,Ochre Sea Star,,,
Pista spp,Polychaete Worms,,,
Placiphorella velata,Veiled Chiton,,https://inaturalist-open-data.s3.amazonaws.com/photos/177753342/large.jpeg,Inaturalist
Pleonosporium spp,Filamentous Red Algae,,,
Plocamium oregonum,Red Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/7170778/medium.jpg,Credited
Plocamium pacificum,Feather Red Algae,,,
Plocamium violaceum,Feather Red Algae,,,
Pollicipes polymerus,Gooseneck Barnacle,,,
Polyneura latissima,Crisscross Network,,,
Polysiphonia spp,Filamentous Red Algae,,,
Prionitis filiformis,Red Algae,,,
Prionitis lanceolata,Red Algae,,,
Prionitis linearis,Red Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/3954258/medium.jpeg,Credited
Prionitis sternbergii,Bleach Weed,,https://inaturalist-open-data.s3.amazonaws.com/photos/425419466/medium.jpeg,Inaturalist
Pseudochama exogyra,Reversed Chama,,https://inaturalist-open-data.s3.amazonaws.com/photos/106265254/large.jpeg,Inaturalist
Pseudolithoderma nigrum,Brown Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/358144930/medium.jpeg,Credited
Pseudomelatoma penicillata,Doleful Turrid,,https://inaturalist-open-data.s3.amazonaws.com/photos/468941905/medium.jpeg,Credited
Pseudomelatoma torosa,Turrid Snail,,https://inaturalist-open-data.s3.amazonaws.com/photos/484997815/medium.jpg,Credited
Pseudopotamilla occelata,Feather Duster Worm,,https://inaturalist-open-data.s3.amazonaws.com/photos/353652813/medium.jpeg,Credited
Pseudopusula californiana,Coffee Bean Trivia,,https://inaturalist-open-data.s3.amazonaws.com/photos/479102578/large.jpg,Inaturalist
Pterocladiella capillacea,Branched Wing Weed,,https://inaturalist-open-data.s3.amazonaws.com/photos/114133911/large.jpeg,Inaturalist
Pterocladiella media,Red Algae,,https://static.inaturalist.org/sites/1-logo_square.png?1573071870,NO
Pteropurpura trialata,Three-winged Murex,,https://inaturalist-open-data.s3.amazonaws.com/photos/117283656/medium.jpeg,Credited
Pterygophora californica,Stalked Kelp,,https://inaturalist-open-data.s3.amazonaws.com/photos/110729258/medium.jpg,Inaturalist
Pugettia gracilis/richii,Kelp Crabs,,https://inaturalist-open-data.s3.amazonaws.com/photos/143479478/medium.jpeg,Inaturalist
Pugettia producta,Northern Kelp Crab,,,
Pycnogonida,Sea Spiders,,https://inaturalist-open-data.s3.amazonaws.com/photos/104577469/medium.jpeg,Inaturalist
Pycnopodia helianthoides,Sunflower Sea Star,,https://inaturalist-open-data.s3.amazonaws.com/photos/418237832/medium.jpeg,Inaturalist
Pylaiella littoralis,Filamentous Brown Algae,,,
Pyropia spp,Nori,,,
Rhizoclonium spp,Filamentous Green Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/295243610/medium.jpg,Credited
Rhodymenia californica,Red Algae,,,
Rhodymenia pacifica,Red Algae,,,
Romaleon antennarium,Pacific Rock Crab,,https://inaturalist-open-data.s3.amazonaws.com/photos/109696856/medium.jpg,Inaturalist
Roperia poulsoni,Poulson's Dwarf Triton,,https://inaturalist-open-data.s3.amazonaws.com/photos/119405917/large.jpeg,Inaturalist
Ruditapes philippinarum,Japanese Littleneck,,,
Saccharina latissima,Sugar Kelp,,,
Sarcodiotheca gaudichaudii,Succulent Seaweed,,https://inaturalist-open-data.s3.amazonaws.com/photos/132424603/large.jpg,Inaturalist
Sargassum agardhianum,Brown Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/356886810/medium.jpg,Credited
Sargassum horneri,Devil Weed,,https://inaturalist-open-data.s3.amazonaws.com/photos/175899441/large.jpeg,Inaturalist
Sargassum muticum,Japanese Wireweed,,,
Savoiea bipinnata/robusta,Brown Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/365518815/medium.jpg,Credited
Schizoporella unicornis,Single Horn Bryozoan,,https://inaturalist-open-data.s3.amazonaws.com/photos/254222997/medium.jpg,Credited
Semibalanus cariosus,Thatched Barnacle,,https://inaturalist-open-data.s3.amazonaws.com/photos/166751143/medium.jpeg,Inaturalist
Serpula vermicularis,Red Tubeworm,,,
Sertularella/Sertularia spp,Hydroids,,https://inaturalist-open-data.s3.amazonaws.com/photos/12695876/medium.jpg,Credited
Silvetia compressa,Golden Rockweed,,https://inaturalist-open-data.s3.amazonaws.com/photos/156531572/large.jpg,Inaturalist
Sphacelaria/Battersia spp,Brown Algae,,https://static.inaturalist.org/sites/1-logo_square.png?1573071870,NO
Spirobranchus spinosus,California Christmas Tree Worm,,https://inaturalist-open-data.s3.amazonaws.com/photos/57798478/medium.jpeg,Inaturalist
Spirorbis spp,Spiral Fanworms,,,
Spyridia filamentosa,Red Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/190588272/medium.jpg,Credited
Stenoplax conspicua,Conspicuous Chiton,,https://inaturalist-open-data.s3.amazonaws.com/photos/473798989/large.jpg,Inaturalist
Stephanocystis dioica,Brown Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/129365258/large.jpeg,Inaturalist
Stephanocystis osmundacea,Chain Bladder Kelp,,https://inaturalist-open-data.s3.amazonaws.com/photos/121643463/medium.jpg,Inaturalist
Strongylocentrotus purpuratus,Pacific Purple Sea Urchin,,,
Styela montereyensis,Long-stalked Sea Squirt,,https://inaturalist-open-data.s3.amazonaws.com/photos/276440951/medium.jpeg,Inaturalist
Symphyocladia dendroidea/Xiphosiphonia pennata,Filamentous Red Algae,,,
Symphyocladiella baileyi,Red Algae,,https://static.inaturalist.org/sites/1-logo_square.png?1573071870,NO
Taonia lennebackerae,Brown Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/115396713/medium.jpeg,Credited
Tectura paleacea,Surfgrass Limpet,,https://inaturalist-open-data.s3.amazonaws.com/photos/108552817/medium.jpeg,Inaturalist
Tegula aureotincta,Gilded Tegula,,https://inaturalist-open-data.s3.amazonaws.com/photos/175898255/large.jpeg,Inaturalist
Tegula brunnea,Brown Tegula,,https://inaturalist-open-data.s3.amazonaws.com/photos/155298271/large.jpeg,Inaturalist
Tegula funebralis/gallina,Black Turban Snails,,,
Tetraclita rubescens,Pink Volcano Barnacle,,https://inaturalist-open-data.s3.amazonaws.com/photos/296759482/large.jpg,Inaturalist
Thylacodes squamigerus,Scaled Worm Snail,,https://inaturalist-open-data.s3.amazonaws.com/photos/146011457/large.jpeg,Inaturalist
Tiffaniella snyderae,Red Algae,,,
Tonicella spp,Lined Chitons,,https://inaturalist-open-data.s3.amazonaws.com/photos/206415219/medium.jpeg,Inaturalist
Trichotropis cancellata,Hairysnail,,,
Ulothrix spp,Filamentous Green Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/469984865/large.jpg,Inaturalist
Ulvophyceae,Green Algae,,,
Urosalpinx subangulata,Rock Snail,,https://inaturalist-open-data.s3.amazonaws.com/photos/105949779/large.jpeg,Inaturalist
Urospora spp,Filamentous Green Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/64839653/medium.jpeg,Inaturalist
Urticina coriacea,Stubby Rose Anemone,,https://inaturalist-open-data.s3.amazonaws.com/photos/580244/medium.JPG,Credited
Verrucaria maura,Wart Lichen,,,
Xingyurella turgida,Red Algae,,https://inaturalist-open-data.s3.amazonaws.com/photos/160546457/large.jpeg,Inaturalist
Zonaria farlowii,Banded Fanweed,,https://inaturalist-open-data.s3.amazonaws.com/photos/167367145/large.jpeg,Inaturalist
